"","source","target","Annotation","Direction","Score"
"5256","IL11","IL2RB","PPrel: activation","->",1
"5257","IL11RA","IL2RB","complex; input","-",1
"5258","IL11RA","IL5","PPrel: activated by","<-",1
"5259","IL12A","IL2RB","PPrel: activation; reaction","->",1
"5260","IL12A","MAPK11","GErel: expression by; GErel: expression, indirect effect","<-",1
"5261","IL12A","NOS2","activated by","<-",1
"5262","IL12A","REL","predicted","-",0.77
"5263","IL12A","RELA","GErel: expression by","<-",1
"5264","IL12B","IL2RB","PPrel: activation; reaction","->",1
"5265","IL12B","MAPK11","GErel: expression by; GErel: expression, indirect effect","<-",1
"5266","IL12B","NOS2","activated by","<-",1
"5267","IL12B","REL","expression regulated by","<-",1
"5268","IL12B","RELA","GErel: expression by; activate; expression regulated by","<->",1
"5269","IL12RB1","IL2RB","reaction","-",1
"5270","IL12RB1","IL5","PPrel: activated by","<-",1
"5271","IL12RB1","NOS2","activated by","<-",1
"5272","IL12RB1","RELA","GErel: expression by; activate","<->",1
"5273","IL12RB2","IL2RB","reaction","-",1
"5274","IL12RB2","IL5","PPrel: activated by","<-",1
"5275","IL12RB2","NOS2","activated by","<-",1
"5276","IL12RB2","RELA","GErel: expression by","<-",1
"5277","IL13","IL2RB","PPrel: activation; complex; input","->",1
"5278","IL13","RELA","GErel: expression by","<-",1
"5279","IL13RA1","IL2RB","complex; input","-",1
"5280","IL13RA1","IL5","PPrel: activated by","<-",1
"5281","IL13RA2","IL2RB","complex; input","-",1
"5282","IL13RA2","IL5","PPrel: activated by","<-",1
"5283","IL15","IL2RB","PPrel: activation; complex; input","->",1
"5284","IL15","RELA","GErel: expression by","<-",1
"5285","IL15RA","IL2RB","complex; input","-",1
"5286","IL15RA","IL5","PPrel: activated by","<-",1
"5287","IL15RA","RELA","GErel: expression by","<-",1
"5288","IL16","IL2RB","complex; input","-",1
"5289","IL17D","IL2RB","PPrel: activation","->",1
"5290","IL18","IL2RB","complex; input","-",1
"5291","IL18","MAPK11","GErel: expression, indirect effect","<-",1
"5292","IL18","RELA","GErel: expression by; PPrel: activated by; activate; activated by","<->",1
"5293","IL18R1","RELA","PPrel: activation, indirect effect; activate","->",1
"5294","IL18RAP","RELA","PPrel: activation, indirect effect; activate","->",1
"5295","IL19","IL2RB","PPrel: activation","->",1
"5296","IL1A","IL2RB","complex; input","-",1
"5297","IL1A","MAPK11","GErel: expression, indirect effect","<-",1
"5298","IL1A","NOS2","PPrel: activation, indirect effect","->",1
"5299","IL1A","RELA","GErel: expression by; PPrel: activation, indirect effect","<->",1
"5300","IL1B","MAPK11","GErel: expression, indirect effect","<-",1
"5301","IL1B","NOS2","PPrel: activation, indirect effect","->",1
"5302","IL1B","PRTN3","predicted","-",0.64
"5303","IL1B","REL","expression regulated by","<-",1
"5304","IL1B","RELA","GErel: expression by; PPrel: activated by; activate; activated by; expression regulated by; reaction","<->",1
"5305","IL1F10","RELA","predicted","-",0.54
"5306","IL1R1","MAPK11","PPrel: activation, indirect effect","->",1
"5307","IL1R1","RELA","PPrel: activation, indirect effect; activate","->",1
"5308","IL1R2","RELA","PPrel: activation, indirect effect","->",1
"5309","IL1RAP","MAPK11","PPrel: activation, indirect effect","->",1
"5310","IL1RAP","RELA","activate","->",1
"5311","IL1RAPL1","NCS1","predicted","-",0.64
"5312","IL1RN","RELA","predicted","-",0.54
"5313","IL2","IL2RB","PPrel: activation; complex; inhibited by; input","|->",1
"5314","IL2","MAPK11","activate","->",1
"5315","IL2","PTK2B","complex; input","-",1
"5316","IL2","REL","expression regulated by","<-",1
"5317","IL2","RELA","GErel: expression by; expression regulated by","<-",1
"5318","IL20","IL2RB","PPrel: activation","->",1
"5319","IL20RA","IL2RB","complex; input","-",1
"5320","IL20RA","IL5","PPrel: activated by","<-",1
"5321","IL20RB","IL5","PPrel: activated by","<-",1
"5322","IL21","IL2RB","PPrel: activation; complex; input","->",1
"5323","IL21R","IL5","PPrel: activated by","<-",1
"5324","IL22","IL2RB","PPrel: activation","->",1
"5325","IL22RA1","IL5","PPrel: activated by","<-",1
"5326","IL22RA2","IL5","PPrel: activated by","<-",1
"5327","IL23A","IL2RB","PPrel: activation; complex; input","->",1
"5328","IL23A","MAPK11","GErel: expression, indirect effect","<-",1
"5329","IL23A","REL","predicted","-",0.99
"5330","IL23A","RELA","GErel: expression by; activate","<->",1
"5331","IL23R","IL5","PPrel: activated by","<-",1
"5332","IL23R","RELA","activate","->",1
"5333","IL24","IL2RB","PPrel: activation","->",1
"5334","IL27","REL","predicted","-",0.54
"5335","IL27RA","IL5","PPrel: activated by","<-",1
"5336","IL2RA","IL2RB","complex; inhibited by; input","|-",1
"5337","IL2RA","IL5","PPrel: activated by","<-",1
"5338","IL2RA","MAPK11","activate","->",1
"5339","IL2RA","PTK2B","complex; input","-",1
"5340","IL2RA","REL","expression regulated by","<-",1
"5341","IL2RA","RELA","GErel: expression by; expression regulated by","<-",1
"5342","IL2RB","IL2RG","complex; inhibit; input","-|",1
"5343","IL2RB","IL3","PPrel: activated by","<-",1
"5344","IL2RB","IL3RA","complex; input","-",1
"5345","IL2RB","IL4","PPrel: activated by","<-",1
"5346","IL2RB","IL4R","complex; input","-",1
"5347","IL2RB","IL5","PPrel: activated by","<-",1
"5348","IL2RB","IL6","PPrel: activated by","<-",1
"5349","IL2RB","IL6ST","complex; input","-",1
"5350","IL2RB","IL7","PPrel: activated by; complex; input","<-",1
"5351","IL2RB","IL9","PPrel: activated by","<-",1
"5352","IL2RB","INPP5D","complex; input","-",1
"5353","IL2RB","INPPL1","complex; input","-",1
"5354","IL2RB","IRS1","activate; catalyze; complex; input","->",1
"5355","IL2RB","IRS2","complex; input","-",1
"5356","IL2RB","JAK1","PPrel: activation; PPrel: binding/association; complex; input; reaction","->",1
"5357","IL2RB","JAK2","PPrel: activation; PPrel: binding/association; complex; input; reaction","->",1
"5358","IL2RB","JAK3","PPrel: activation; PPrel: binding/association; complex; inhibit; input","-",1
"5359","IL2RB","KRAS","activate; catalyze","->",1
"5360","IL2RB","LCK","complex; input; reaction","-",1
"5361","IL2RB","LEP","PPrel: activated by","<-",1
"5362","IL2RB","LIF","PPrel: activated by","<-",1
"5363","IL2RB","MAP2K1","activate; reaction","->",1
"5364","IL2RB","MAP2K2","activate; reaction","->",1
"5365","IL2RB","MAPK1","complex; input","-",1
"5366","IL2RB","MAPK11","activate","->",1
"5367","IL2RB","MAPK14","activate; reaction","->",1
"5368","IL2RB","MAPK3","complex; input","-",1
"5369","IL2RB","MAPK8","activate","->",1
"5370","IL2RB","MAPK9","activate","->",1
"5371","IL2RB","NRAS","activate; catalyze","->",1
"5372","IL2RB","OSM","PPrel: activated by","<-",1
"5373","IL2RB","PDGFA","PPrel","-",1
"5374","IL2RB","PDGFB","PPrel","-",1
"5375","IL2RB","PIK3CA","activate; catalyze; complex; input","->",1
"5376","IL2RB","PIK3CB","complex; input","-",1
"5377","IL2RB","PIK3CD","complex; input","-",1
"5378","IL2RB","PIK3R1","activate; complex; input","->",1
"5379","IL2RB","PRKCB","activate","->",1
"5380","IL2RB","PRKCE","activate","->",1
"5381","IL2RB","PRKCZ","activate","->",1
"5382","IL2RB","PRL","PPrel: activated by","<-",1
"5383","IL2RB","PTK2B","complex; input","-",1
"5384","IL2RB","PTPN11","activate; complex; inhibited by; input","|->",1
"5385","IL2RB","PTPN6","complex","-",1
"5386","IL2RB","RAF1","reaction","-",1
"5387","IL2RB","RASA1","inhibited by","|-",1
"5388","IL2RB","RHOA","PPrel: binding/association; activate; activated by","<->",1
"5389","IL2RB","SGMS1","activate","->",1
"5390","IL2RB","SHB","predicted","-",0.64
"5391","IL2RB","SHC1","activate; catalyze; complex; input","->",1
"5392","IL2RB","SLA2","catalyze","->",1
"5393","IL2RB","SMPD1","activate","->",1
"5394","IL2RB","SOCS1","activate; complex; reaction","->",1
"5395","IL2RB","SOCS2","complex; input","-",1
"5396","IL2RB","SOCS3","activate; complex; inhibited by; reaction","|->",1
"5397","IL2RB","SOS1","catalyze; complex; input","->",1
"5398","IL2RB","SOS2","catalyze","->",1
"5399","IL2RB","SP1","expression regulated by","<-",1
"5400","IL2RB","STAM","complex; input","-",1
"5401","IL2RB","STAM2","complex; input","-",1
"5402","IL2RB","STAT1","activate","->",1
"5403","IL2RB","STAT2","predicted","-",0.54
"5404","IL2RB","STAT3","activate; complex; input","->",1
"5405","IL2RB","STAT4","predicted","-",0.99
"5406","IL2RB","STAT5A","PPrel: activation; activate; complex; inhibit; input","-",1
"5407","IL2RB","STAT5B","PPrel: activation; activate; complex; inhibit; input","-",1
"5408","IL2RB","STAT6","predicted","-",0.54
"5409","IL2RB","SYK","complex; input","-",1
"5410","IL2RB","THPO","PPrel: activated by","<-",1
"5411","IL2RB","TSLP","PPrel: activated by","<-",1
"5412","IL2RB","TYK2","PPrel: binding/association; reaction","-",1
"5413","IL2RB","UGCG","activate","->",1
"5414","IL2RB","WT1","expression regulated by","<-",1
"5415","IL2RG","IL5","PPrel: activated by","<-",1
"5416","IL2RG","MAPK11","activate","->",1
"5417","IL2RG","PTK2B","complex; input","-",1
"5418","IL3","IL5","catalyze; catalyzed by; input","<->",1
"5419","IL32","PRTN3","complex; input","-",1
"5420","IL3RA","IL5","PPrel: activated by; catalyze; catalyzed by; input","<->",1
"5421","IL4","NOS2","PPrel: inhibition, indirect effect","-|",1
"5422","IL4","RELA","GErel: expression by; expression regulated by","<-",1
"5423","IL4R","IL5","PPrel: activated by","<-",1
"5424","IL4R","RELA","GErel: expression by","<-",1
"5425","IL5","IL5RA","PPrel: activation; catalyze; catalyzed by; complex; input","<->",1
"5426","IL5","IL6R","PPrel: activation","->",1
"5427","IL5","IL6ST","PPrel: activation","->",1
"5428","IL5","IL7R","PPrel: activation","->",1
"5429","IL5","IL9R","PPrel: activation","->",1
"5430","IL5","INPP5D","complex; input","-",1
"5431","IL5","INPPL1","complex; input","-",1
"5432","IL5","JAK2","catalyze; catalyzed by; complex; input","<->",1
"5433","IL5","JUN","GErel: expression by; expression regulated by","<-",1
"5434","IL5","JUND","expression regulated by","<-",1
"5435","IL5","KRAS","catalyze","->",1
"5436","IL5","LEPR","PPrel: activation","->",1
"5437","IL5","LIFR","PPrel: activation","->",1
"5438","IL5","LYN","complex; input","-",1
"5439","IL5","MPL","PPrel: activation","->",1
"5440","IL5","NFATC1","GErel: expression by","<-",1
"5441","IL5","NFATC2","GErel: expression by","<-",1
"5442","IL5","NFATC3","GErel: expression by","<-",1
"5443","IL5","NFKB1","GErel: expression by; expression regulated by","<-",1
"5444","IL5","NRAS","catalyze","->",1
"5445","IL5","OSMR","PPrel: activation","->",1
"5446","IL5","PDGFRA","PPrel: activation","->",1
"5447","IL5","PDGFRB","PPrel: activation","->",1
"5448","IL5","PIK3CA","activate; complex; input","->",1
"5449","IL5","PIK3CB","complex; input","-",1
"5450","IL5","PIK3CD","complex; input","-",1
"5451","IL5","PIK3R1","activate; complex; input","->",1
"5452","IL5","POU2F1","expression regulated by","<-",1
"5453","IL5","POU2F2","expression regulated by","<-",1
"5454","IL5","PRKACA","catalyzed by","<-",1
"5455","IL5","PRLR","PPrel: activation","->",1
"5456","IL5","PTPN11","complex; input","-",1
"5457","IL5","PTPN6","complex; input","-",1
"5458","IL5","RELA","GErel: expression by","<-",1
"5459","IL5","SDCBP","complex; input","-",1
"5460","IL5","SHC1","complex; input","-",1
"5461","IL5","SOS1","complex; input","-",1
"5462","IL5","SPI1","expression regulated by","<-",1
"5463","IL5","STAT5A","activate; complex; input","->",1
"5464","IL5","STAT5B","activate; complex; input","->",1
"5465","IL5","TBX21","GErel: inhibited, expression","|-",1
"5466","IL5","YWHAZ","complex; input","-",1
"5467","IL6","MAPK11","GErel: expression, indirect effect","<-",1
"5468","IL6","REL","expression regulated by","<-",1
"5469","IL6","RELA","GErel: expression by; PPrel: activated by; expression regulated by","<-",1
"5470","IL9","REL","predicted","-",0.54
"5471","IL9","RELA","predicted","-",0.54
"5472","ILF3","MYC","expression regulated by","<-",1
"5473","ILK","NACA","activate","->",1
"5474","ILK","SMO","predicted","-",0.64
"5475","IMP3","WDR75","activated by; complex; input","<-",1
"5476","IMP4","WDR75","activated by; complex; input","<-",1
"5477","IMPA1","PLCE1","ECrel: compound","-",1
"5478","IMPA2","PLCE1","ECrel: compound","-",1
"5479","IMPACT","RPL24","complex; input","-",1
"5480","IMPACT","RPL3","complex; input","-",1
"5481","IMPACT","RPS18","complex; input","-",1
"5482","IMPAD1","PLCE1","ECrel: compound","-",1
"5483","ING4","RELA","predicted","-",0.64
"5484","ING5","MYC","expression regulated by","<-",1
"5485","INO80","UCHL5","complex; input","-",1
"5486","INO80B","UCHL5","complex; input","-",1
"5487","INO80C","UCHL5","complex; input","-",1
"5488","INO80D","UCHL5","complex; input","-",1
"5489","INO80E","UCHL5","complex; input","-",1
"5490","INPP1","PLCE1","ECrel: compound","-",1
"5491","INPP5A","PLCE1","ECrel: compound","-",1
"5492","INPP5B","PIP4K2A","ECrel: compound","-",1
"5493","INPP5B","PLCE1","ECrel: compound","-",1
"5494","INPP5D","PTK2B","predicted","-",0.92
"5495","INPP5E","PIP4K2A","ECrel: compound","-",1
"5496","INPP5E","PLCE1","ECrel: compound","-",1
"5497","INPP5F","PLCE1","ECrel: compound","-",1
"5498","INPP5J","PLCE1","ECrel: compound","-",1
"5499","INPP5K","PLCE1","ECrel: compound","-",1
"5500","INSL3","RXFP2","PPrel: activation; complex; input","->",1
"5501","INSL5","RXFP2","PPrel: activation","->",1
"5502","INSR","TEAD1","predicted","-",0.64
"5503","IPMK","PLCE1","ECrel: compound","-",1
"5504","IRAK1","RELA","catalyze","->",1
"5505","IRF1","RELA","predicted","-",0.54
"5506","IRF2","RELA","complex; input","-",1
"5507","IRF3","RELA","complex; input; predicted","-",1
"5508","IRF4","MAPK11","GErel: expression, indirect effect","<-",1
"5509","IRF4","MYC","expression regulated by","<-",1
"5510","IRF4","REL","expression regulated by","<-",1
"5511","IRF4","RELA","expression regulated by","<-",1
"5512","IRF5","RELA","predicted","-",0.64
"5513","IRF7","RELA","complex; input","-",1
"5514","IRF8","IRGM","predicted","-",0.54
"5515","IRF8","LY86","predicted","-",0.77
"5516","IRF8","MICA","predicted","-",0.54
"5517","IRF8","MYC","expression regulated by; input","<-",1
"5518","IRF8","NOS2","predicted","-",0.54
"5519","IRF8","PRTN3","predicted","-",0.54
"5520","IRF8","RAET1G","predicted","-",0.54
"5521","IRF9","NR2E3","predicted","-",0.64
"5522","IRGM","MAP1LC3C","predicted","-",0.64
"5523","IRGM","NOD1","predicted","-",0.64
"5524","IRGM","SH3GLB1","predicted","-",0.64
"5525","IRGM","STAT1","GErel: expression by","<-",1
"5526","IRGM","STAT2","predicted","-",0.54
"5527","IRGM","STAT3","predicted","-",0.54
"5528","IRGM","STAT4","predicted","-",0.54
"5529","IRGM","STAT5A","predicted","-",0.54
"5530","IRGM","STAT5B","predicted","-",0.54
"5531","IRGM","STAT6","predicted","-",0.54
"5532","IRGM","TLR3","predicted","-",0.64
"5533","IRGM","ULK1","predicted","-",0.64
"5534","ISL1","NR2E3","predicted","-",0.5
"5535","ISL1","RELA","predicted","-",0.64
"5536","ISL2","NR2E3","predicted","-",0.5
"5537","ITGA1","LAMC1","PPrel: activated by; complex; input","<-",1
"5538","ITGA1","LAMC2","PPrel: activated by","<-",1
"5539","ITGA1","PTK2B","catalyzed by; complex; input","<-",1
"5540","ITGA1","SEMA7A","complex; input","-",1
"5541","ITGA1","TPM2","complex","-",1
"5542","ITGA10","LAMC1","PPrel: activated by","<-",1
"5543","ITGA10","LAMC2","PPrel: activated by","<-",1
"5544","ITGA10","PTK2B","catalyzed by; complex; input","<-",1
"5545","ITGA11","LAMC1","PPrel: activated by","<-",1
"5546","ITGA11","LAMC2","PPrel: activated by","<-",1
"5547","ITGA11","PTK2B","catalyzed by; complex; input","<-",1
"5548","ITGA2","LAMC1","PPrel: activated by; complex; input","<-",1
"5549","ITGA2","LAMC2","PPrel: activated by; complex; input","<-",1
"5550","ITGA2","PTK2B","catalyzed by; complex; input","<-",1
"5551","ITGA2B","LAMC1","PPrel: activated by","<-",1
"5552","ITGA2B","LAMC2","PPrel: activated by","<-",1
"5553","ITGA2B","PTK2B","catalyzed by; complex; input","<-",1
"5554","ITGA3","LAMC1","PPrel: activated by; complex; input","<-",1
"5555","ITGA3","LAMC2","PPrel: activated by; complex; input","<-",1
"5556","ITGA3","PTK2B","catalyzed by; complex; input","<-",1
"5557","ITGA4","LAMC1","PPrel: activated by","<-",1
"5558","ITGA4","LAMC2","PPrel: activated by","<-",1
"5559","ITGA4","MADCAM1","PPrel: binding/association; complex; input","-",1
"5560","ITGA4","PTK2B","PPrel: activation; activate; catalyzed by; complex; input","<->",1
"5561","ITGA5","LAMC1","PPrel: activated by","<-",1
"5562","ITGA5","LAMC2","PPrel: activated by","<-",1
"5563","ITGA5","PTK2B","PPrel: activation; catalyzed by; complex; input","<->",1
"5564","ITGA6","LAMC1","PPrel: activated by; PPrel: binding/association; complex; input","<-",1
"5565","ITGA6","LAMC2","PPrel: activated by; PPrel: binding/association; complex; input","<-",1
"5566","ITGA6","PTK2B","catalyzed by; complex; input","<-",1
"5567","ITGA7","LAMC1","PPrel: activated by; complex; input","<-",1
"5568","ITGA7","LAMC2","PPrel: activated by","<-",1
"5569","ITGA7","PTK2B","catalyzed by; complex; input","<-",1
"5570","ITGA8","LAMC1","PPrel: activated by","<-",1
"5571","ITGA8","LAMC2","PPrel: activated by","<-",1
"5572","ITGA8","PTK2B","catalyzed by; complex; input","<-",1
"5573","ITGA9","LAMC1","PPrel: activated by","<-",1
"5574","ITGA9","LAMC2","PPrel: activated by","<-",1
"5575","ITGA9","PTK2B","catalyzed by; complex; input","<-",1
"5576","ITGAD","PTK2B","catalyzed by; complex; input","<-",1
"5577","ITGAE","PTK2B","catalyzed by; complex; input","<-",1
"5578","ITGAL","PTK2B","PPrel: activation; PPrel: indirect effect; catalyzed by; complex; input","<->",1
"5579","ITGAL","RELA","GErel: expression by","<-",1
"5580","ITGAM","MST1","activated by","<-",1
"5581","ITGAM","PTK2B","catalyzed by; complex; input","<-",1
"5582","ITGAV","LAMC1","PPrel: activated by; complex; input","<-",1
"5583","ITGAV","LAMC2","PPrel: activated by","<-",1
"5584","ITGAV","PLCE1","PPrel: activation, indirect effect","->",1
"5585","ITGAV","PTK2B","activate; catalyzed by; complex; input","<->",1
"5586","ITGAV","RELA","PPrel: activation, indirect effect","->",1
"5587","ITGAX","PTK2B","catalyzed by; complex; input","<-",1
"5588","ITGB1","LAMC1","PPrel: activated by; PPrel: binding/association; complex; input","<-",1
"5589","ITGB1","LAMC2","PPrel: activated by; PPrel: binding/association; complex; input","<-",1
"5590","ITGB1","PTK2B","PPrel: activation; activate; catalyzed by; complex; input","<->",1
"5591","ITGB1","SEMA7A","PPrel: activated by; complex; input","<-",1
"5592","ITGB1BP1","MYC","expression regulated by","<-",1
"5593","ITGB2","LY86","predicted","-",0.65
"5594","ITGB2","MST1","activated by","<-",1
"5595","ITGB2","PTK2B","PPrel: activation; PPrel: indirect effect; catalyzed by; complex; input","<->",1
"5596","ITGB2","SEMA7A","predicted","-",0.54
"5597","ITGB3","LAMC1","PPrel: activated by; complex; input","<-",1
"5598","ITGB3","LAMC2","PPrel: activated by","<-",1
"5599","ITGB3","PLCE1","PPrel: activation, indirect effect","->",1
"5600","ITGB3","PTK2B","activate; catalyzed by; complex; input","<->",1
"5601","ITGB3","RELA","PPrel: activation, indirect effect","->",1
"5602","ITGB3","SEMA7A","predicted","-",0.54
"5603","ITGB4","LAMC1","PPrel: activated by; complex; input","<-",1
"5604","ITGB4","LAMC2","PPrel: activated by; complex; input","<-",1
"5605","ITGB4","PTK2B","catalyzed by; complex; input","<-",1
"5606","ITGB4","SEMA7A","predicted","-",0.54
