"source"	"target"	"Annotation"	"Direction"	"Score"
"IL2RG"	"JAK1"	"PPrel: activation; PPrel: binding/association; complex; inhibited by; input; reaction"	"|->"	1
"IL2RG"	"JAK2"	"PPrel: activation; PPrel: binding/association; activated by; complex; input; reaction"	"<->"	1
"IL3"	"JAK1"	"PPrel: activation"	"->"	1
"IL3"	"JAK2"	"PPrel: activation; catalyze; catalyzed by; complex; input"	"<->"	1
"IL3"	"PRKACB"	"activate; activated by"	"<->"	1
"IL31"	"JAK1"	"complex; input"	"-"	1
"IL31RA"	"JAK1"	"complex; input"	"-"	1
"IL32"	"PXN"	"predicted"	"-"	0.64
"IL33"	"KIT"	"activate"	"->"	1
"IL33"	"SRC"	"activate"	"->"	1
"IL3RA"	"JAK1"	"PPrel: activation; PPrel: binding/association; complex"	"->"	1
"IL3RA"	"JAK2"	"PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; input"	"<->"	1
"IL3RA"	"PRKACB"	"activated by"	"<-"	1
"IL4"	"JAK1"	"PPrel: activation; complex; input; reaction"	"->"	1
"IL4"	"JAK2"	"PPrel: activation; complex; inhibite; input"	"-"	1
"IL4"	"POU2F2"	"expression regulated by"	"<-"	1
"IL4R"	"JAK1"	"PPrel: activation; PPrel: binding/association; complex; input; reaction"	"->"	1
"IL4R"	"JAK2"	"PPrel: activation; PPrel: binding/association; complex; input"	"->"	1
"IL5"	"JAK2"	"catalyze; catalyzed by; complex; input"	"<->"	1
"IL5"	"POU2F2"	"expression regulated by"	"<-"	1
"IL5RA"	"JAK1"	"PPrel: activation; PPrel: binding/association"	"->"	1
"IL5RA"	"JAK2"	"PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; input"	"<->"	1
"IL6"	"JAK1"	"PPrel: activation; catalyze; catalyzed by; complex; inhibit; input; reaction"	"<-"	1
"IL6"	"JAK2"	"PPrel: activation; catalyze; catalyzed by; complex; inhibite; input"	"<-"	1
"IL6"	"NFIC"	"expression regulated by"	"<-"	1
"IL6"	"TGFB1"	"reaction"	"-"	1
"IL6R"	"JAK1"	"PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; inhibit; input; reaction"	"<-"	1
"IL6R"	"JAK2"	"PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; inhibite; input"	"<-"	1
"IL6R"	"SRC"	"PPrel: activation"	"->"	1
"IL6ST"	"JAK1"	"PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; inhibite; input; reaction"	"<-"	1
"IL6ST"	"JAK2"	"PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; inhibite; input; reaction"	"<-"	1
"IL7"	"JAK1"	"PPrel: activation; complex; input"	"->"	1
"IL7"	"JAK2"	"PPrel: activation"	"->"	1
"IL7R"	"JAK1"	"PPrel: activation; PPrel: binding/association; complex; input"	"->"	1
"IL7R"	"JAK2"	"PPrel: activation; PPrel: binding/association; complex"	"->"	1
"IL9"	"JAK1"	"complex; input"	"-"	1
"IL9R"	"JAK1"	"PPrel: binding/association; complex; input"	"-"	1
"IL9R"	"JAK2"	"PPrel: binding/association"	"-"	1
"ILK"	"PXN"	"PPrel: binding/association; PPrel: phosphorylation; complex; input"	"->"	1
"INCENP"	"MAD1L1"	"complex; input"	"-"	1
"INCENP"	"NUP205"	"catalyzed by"	"<-"	1
"ING3"	"MEAF6"	"complex"	"-"	1
"ING3"	"VPS72"	"complex"	"-"	1
"ING4"	"MEAF6"	"complex"	"-"	1
"ING5"	"MEAF6"	"complex"	"-"	1
"INHBA"	"TGFB1"	"PPrel: inhibition"	"-|"	1
"INHBB"	"POU2F2"	"expression regulated by"	"<-"	1
"INHBB"	"TGFB1"	"PPrel: inhibition"	"-|"	1
"INHBC"	"TGFB1"	"PPrel: inhibition"	"-|"	1
"INHBE"	"TGFB1"	"PPrel: inhibition"	"-|"	1
"INO80"	"MCRS1"	"complex"	"-"	1
"INO80"	"XPC"	"activate"	"->"	1
"INO80B"	"MCRS1"	"complex"	"-"	1
"INO80B"	"XPC"	"activate"	"->"	1
"INO80C"	"MCRS1"	"complex"	"-"	1
"INO80C"	"XPC"	"activate"	"->"	1
"INO80D"	"MCRS1"	"complex"	"-"	1
"INO80D"	"XPC"	"activate"	"->"	1
"INO80E"	"MCRS1"	"complex"	"-"	1
"INO80E"	"XPC"	"activate"	"->"	1
"INPP4A"	"PTEN"	"ECrel: compound"	"-"	1
"INPP4B"	"PTEN"	"ECrel: compound"	"-"	1
"INPP5B"	"PTEN"	"ECrel: compound"	"-"	1
"INPP5D"	"JAK1"	"complex; input"	"-"	1
"INPP5D"	"JAK2"	"complex; input"	"-"	1
"INPP5D"	"PTEN"	"ECrel: compound"	"-"	1
"INPP5E"	"PTEN"	"ECrel: compound"	"-"	1
"INPP5F"	"PTEN"	"ECrel: compound"	"-"	1
"INPPL1"	"JAK1"	"complex; input"	"-"	1
"INPPL1"	"JAK2"	"complex; input"	"-"	1
"INPPL1"	"PTEN"	"ECrel: compound"	"-"	1
"INPPL1"	"SRC"	"predicted"	"-"	0.98
"INS"	"KIT"	"PPrel: activation"	"->"	1
"INS"	"PTEN"	"predicted"	"-"	0.64
"INS"	"SPTB"	"complex; input"	"-"	1
"INSM1"	"TUBB3"	"predicted"	"-"	0.64
"INSR"	"JAK1"	"predicted"	"-"	0.98
"INSR"	"NFIC"	"expression regulated by"	"<-"	1
"INSR"	"SRC"	"predicted"	"-"	0.97
"INTS1"	"NCBP2"	"complex; input"	"-"	1
"INTS1"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS1"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS1"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS10"	"NCBP2"	"complex; input"	"-"	1
"INTS10"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS10"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS10"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS11"	"NCBP2"	"complex; input"	"-"	1
"INTS11"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS11"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS11"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS12"	"NCBP2"	"complex; input"	"-"	1
"INTS12"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS12"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS12"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS13"	"NCBP2"	"complex; input"	"-"	1
"INTS13"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS13"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS13"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS14"	"NCBP2"	"complex; input"	"-"	1
"INTS14"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS14"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS14"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS2"	"NCBP2"	"complex; input"	"-"	1
"INTS2"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS2"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS2"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS3"	"NCBP2"	"complex; input"	"-"	1
"INTS3"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS3"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS3"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS4"	"NCBP2"	"complex; input"	"-"	1
"INTS4"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS4"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS4"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS5"	"NCBP2"	"complex; input"	"-"	1
"INTS5"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS5"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS5"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS6"	"NCBP2"	"complex; input"	"-"	1
"INTS6"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS6"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS6"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS7"	"NCBP2"	"complex; input"	"-"	1
"INTS7"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS7"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS7"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS8"	"NCBP2"	"complex; input"	"-"	1
"INTS8"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS8"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS8"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"INTS9"	"NCBP2"	"complex; input"	"-"	1
"INTS9"	"POU2F2"	"catalyzed by; complex; input"	"<-"	1
"INTS9"	"TAF5"	"catalyzed by; complex; input"	"<-"	1
"INTS9"	"ZNF143"	"catalyzed by; complex; input"	"<-"	1
"IPO7"	"PTEN"	"predicted"	"-"	0.56
"IPO8"	"NUP205"	"catalyzed by"	"<-"	1
"IQCB1"	"ODF2"	"complex"	"-"	1
"IQGAP1"	"PRKACB"	"complex"	"-"	1
"IQGAP1"	"RPTOR"	"predicted"	"-"	0.99
"IQGAP1"	"SRC"	"activated by"	"<-"	1
"IRAK1"	"KIT"	"activate"	"->"	1
"IRAK1"	"MAP2K4"	"catalyze"	"->"	1
"IRAK1"	"PPP2CA"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"IRAK1"	"SRC"	"activate"	"->"	1
"IRAK2"	"MAP2K4"	"catalyze"	"->"	1
"IRAK4"	"KIT"	"activate"	"->"	1
"IRAK4"	"PPP2CA"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"IRAK4"	"SRC"	"activate"	"->"	1
"IRF1"	"MED10"	"predicted"	"-"	0.64
"IRF1"	"NFIX"	"predicted"	"-"	0.64
"IRF2"	"POU2F2"	"expression regulated by"	"<-"	1
"IRF3"	"UBE2L6"	"catalyzed by; input"	"<-"	1
"IRF3"	"ZNF143"	"predicted"	"-"	0.64
"IRF4"	"POU2F2"	"expression regulated by; expression regulates"	"<->"	1
"IRF7"	"TGFB1"	"predicted"	"-"	0.65
"IRF8"	"RFX1"	"predicted"	"-"	0.54
"IRF8"	"VEZF1"	"predicted"	"-"	0.54
"IRF9"	"JAK1"	"PPrel: activated by"	"<-"	1
"IRS1"	"JAK1"	"complex; input"	"-"	1
"IRS1"	"JAK2"	"PPrel: activated by; activated by; catalyzed by; complex; input"	"<-"	1
"IRS1"	"KIT"	"PPrel: activated by"	"<-"	1
"IRS1"	"PXN"	"activate"	"->"	1
"IRS1"	"RPTOR"	"activated by"	"<-"	1
"IRS2"	"JAK1"	"complex; input"	"-"	1
"IRS2"	"JAK2"	"PPrel: activated by; activated by; catalyzed by; complex; input"	"<-"	1
"IRS4"	"JAK2"	"PPrel: activated by"	"<-"	1
"IRS4"	"LGALS3BP"	"predicted"	"-"	0.64
"IRX4"	"ZNF143"	"expression regulated by"	"<-"	1
"ISCU"	"LYRM4"	"complex"	"-"	1
"ISG15"	"JAK1"	"catalyze; complex; input"	"->"	1
"ISG15"	"NUP205"	"inhibit"	"-|"	1
"ISG15"	"UBE2L6"	"catalyzed by; complex; input"	"<-"	1
"ISL1"	"JAK2"	"predicted"	"-"	0.54
"ISY1"	"NCBP2"	"complex; input"	"-"	1
"ISY1"	"SLU7"	"input"	"-"	1
"ITFG2"	"RPTOR"	"activate; inhibite"	"-"	1
"ITGA1"	"MYH11"	"catalyzed by; complex; input"	"<-"	1
"ITGA1"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA1"	"SRC"	"PPrel: activation"	"->"	1
"ITGA10"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA10"	"SRC"	"PPrel: activation"	"->"	1
"ITGA11"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA11"	"SRC"	"PPrel: activation"	"->"	1
"ITGA2"	"PRKACB"	"PPrel: activation"	"->"	1
"ITGA2"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA2"	"SRC"	"PPrel: activation"	"->"	1
"ITGA2B"	"PXN"	"PPrel: binding/association; activate; complex; input"	"->"	1
"ITGA2B"	"SRC"	"PPrel: activation; catalyzed by; complex; input"	"<->"	1
"ITGA3"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA3"	"SRC"	"PPrel: activation"	"->"	1
"ITGA4"	"PRKACB"	"activate; activated by"	"<->"	1
"ITGA4"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA4"	"SRC"	"PPrel: activation; activate"	"->"	1
"ITGA5"	"LGALS3BP"	"predicted"	"-"	0.64
"ITGA5"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA5"	"SRC"	"PPrel: activation"	"->"	1
"ITGA6"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA6"	"SRC"	"PPrel: activation"	"->"	1
"ITGA7"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA7"	"SRC"	"PPrel: activation"	"->"	1
"ITGA7 VARIANT PROTEIN"	"PXN"	"PPrel: binding/association"	"-"	1
"ITGA7 VARIANT PROTEIN"	"SRC"	"PPrel: activation"	"->"	1
"ITGA8"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA8"	"SRC"	"PPrel: activation"	"->"	1
"ITGA8"	"TGFB1"	"complex; input"	"-"	1
"ITGA9"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGA9"	"SRC"	"PPrel: activation; activate"	"->"	1
"ITGAD"	"PXN"	"complex; input"	"-"	1
"ITGAD"	"SP3"	"expression regulated by"	"<-"	1
"ITGAD"	"SRC"	"PPrel: activation"	"->"	1
"ITGAE"	"PXN"	"complex; input"	"-"	1
"ITGAE"	"SRC"	"PPrel: activation"	"->"	1
"ITGAL"	"PXN"	"complex; input"	"-"	1
"ITGAL"	"SRC"	"PPrel: activation"	"->"	1
"ITGAM"	"PXN"	"complex; input"	"-"	1
"ITGAM"	"SRC"	"PPrel: activation"	"->"	1
"ITGAV"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGAV"	"SP3"	"expression regulated by"	"<-"	1
"ITGAV"	"SRC"	"PPrel: activation; activate; catalyze; catalyzed by; complex; input"	"<->"	1
"ITGAV"	"TGFB1"	"complex; input"	"-"	1
"ITGAX"	"POU2F2"	"expression regulated by"	"<-"	1
"ITGAX"	"PXN"	"complex; input"	"-"	1
"ITGAX"	"SRC"	"PPrel: activation"	"->"	1
"ITGB1"	"JAK2"	"activate; complex; input; reaction"	"->"	1
"ITGB1"	"PRKACB"	"PPrel: activation; activate; activated by"	"<->"	1
"ITGB1"	"PTEN"	"activated by"	"<-"	1
"ITGB1"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGB1"	"SRC"	"PPrel: activation; activate"	"->"	1
"ITGB1"	"TGFB1"	"complex; input"	"-"	1
"ITGB2"	"PXN"	"complex; input"	"-"	1
"ITGB2"	"SRC"	"PPrel: activation"	"->"	1
"ITGB2"	"TGFB1"	"predicted"	"-"	0.65
"ITGB3"	"PXN"	"PPrel: binding/association; activate; complex; input"	"->"	1
"ITGB3"	"SRC"	"PPrel: activation; activate; catalyze; catalyzed by; complex; input"	"<->"	1
"ITGB3"	"TGFB1"	"complex; input"	"-"	1
"ITGB3BP"	"MAD1L1"	"complex; input"	"-"	1
"ITGB4"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGB4"	"SRC"	"PPrel: activation"	"->"	1
"ITGB5"	"MYH11"	"catalyzed by; complex; input"	"<-"	1
"ITGB5"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGB5"	"SRC"	"PPrel: activation; complex; input"	"->"	1
"ITGB5"	"TGFB1"	"complex; input"	"-"	1
"ITGB6"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGB6"	"SRC"	"PPrel: activation"	"->"	1
"ITGB6"	"TGFB1"	"complex; input"	"-"	1
"ITGB7"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGB7"	"SRC"	"PPrel: activation"	"->"	1
"ITGB8"	"PXN"	"PPrel: binding/association; complex; input"	"-"	1
"ITGB8"	"SRC"	"PPrel: activation"	"->"	1
"ITGB8"	"TGFB1"	"complex; input"	"-"	1
"ITGBL1"	"PXN"	"complex; input"	"-"	1
"ITGBL1"	"SRC"	"predicted"	"-"	0.54
"ITK"	"SRC"	"PPrel: activated by; complex; input"	"<-"	1
"ITPR1"	"PRKACB"	"PPrel: activated by, phosphorylation; PPrel: inhibited by; activated by"	"-"	1
"ITPR2"	"PRKACB"	"PPrel: activated by, phosphorylation; PPrel: inhibited by; activated by"	"-"	1
"ITPR3"	"PRKACB"	"PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: inhibited by; activated by"	"-"	1
"ITPR3"	"STX3"	"predicted"	"-"	0.54
"ITSN1"	"TF"	"complex; input"	"-"	1
"IVL"	"KRT1"	"predicted"	"-"	0.64
"IVL"	"POU2F2"	"expression regulated by"	"<-"	1
"IWS1"	"SUPT6H"	"complex; input"	"-"	1
"JADE1"	"MEAF6"	"complex"	"-"	1
"JAK1"	"JAK2"	"catalyze; catalyzed by; complex; input"	"<->"	1
"JAK1"	"JAK3"	"complex; inhibit; input; reaction"	"-|"	1
"JAK1"	"KDR"	"PPrel: activated by"	"<-"	1
"JAK1"	"KRAS"	"activate; catalyze"	"->"	1
"JAK1"	"LCK"	"complex; input; reaction"	"-"	1
"JAK1"	"LEPR"	"PPrel: binding/association"	"-"	1
"JAK1"	"LIF"	"complex; input"	"-"	1
"JAK1"	"LIFR"	"PPrel: activated by; PPrel: binding/association; complex; input"	"<-"	1
"JAK1"	"LMO4"	"complex; reaction"	"-"	1
"JAK1"	"LRPPRC"	"complex; input"	"-"	1
"JAK1"	"MAP2K1"	"activate; reaction"	"->"	1
"JAK1"	"MAP2K2"	"activate; reaction"	"->"	1
"JAK1"	"MAP2K6"	"activate"	"->"	1
"JAK1"	"MAP3K1"	"activate"	"->"	1
"JAK1"	"MAP3K11"	"activate"	"->"	1
"JAK1"	"MAP3K5"	"predicted"	"-"	0.64
"JAK1"	"MAPK1"	"activate; complex; input"	"->"	1
"JAK1"	"MAPK11"	"activate"	"->"	1
"JAK1"	"MAPK14"	"activate"	"->"	1
"JAK1"	"MAPK3"	"activate; complex; input"	"->"	1
"JAK1"	"MAPK8"	"activate"	"->"	1
"JAK1"	"MAPK9"	"activate"	"->"	1
"JAK1"	"MET"	"PPrel: activated by"	"<-"	1
"JAK1"	"MITF"	"activate"	"->"	1
"JAK1"	"MPL"	"PPrel: binding/association"	"-"	1
"JAK1"	"NRAS"	"activate; catalyze"	"->"	1
"JAK1"	"OSM"	"PPrel: activated by; complex; input"	"<-"	1
"JAK1"	"OSMR"	"PPrel: binding/association; complex; input"	"-"	1
"JAK1"	"PDGFD"	"catalyzed by"	"<-"	1
"JAK1"	"PDGFRA"	"PPrel: activated by; PPrel: binding/association; activated by; catalyzed by"	"<-"	1
"JAK1"	"PDGFRB"	"PPrel: activated by; PPrel: binding/association; catalyzed by"	"<-"	1
"JAK1"	"PIAS1"	"activate"	"->"	1
"JAK1"	"PIAS3"	"activate"	"->"	1
"JAK1"	"PIK3CA"	"PPrel: activation; PPrel: activation, phosphorylation; activate; complex; input"	"->"	1
"JAK1"	"PIK3CA VARIANT PROTEIN"	"PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activation; PPrel: activation, phosphorylation"	"<->"	1
"JAK1"	"PIK3CB"	"PPrel: activation; PPrel: activation, phosphorylation; complex; input"	"->"	1
"JAK1"	"PIK3CD"	"PPrel: activation; PPrel: activation, phosphorylation; complex; input"	"->"	1
"JAK1"	"PIK3R1"	"PPrel: activation; PPrel: activation, phosphorylation; activate; complex; input"	"->"	1
"JAK1"	"PIK3R2"	"PPrel: activation; PPrel: activation, phosphorylation"	"->"	1
"JAK1"	"PIK3R3"	"PPrel: activation; PPrel: activation, phosphorylation"	"->"	1
"JAK1"	"PLAUR"	"predicted"	"-"	0.64
"JAK1"	"PRKCA"	"predicted"	"-"	0.64
"JAK1"	"PRKCB"	"activate"	"->"	1
"JAK1"	"PRKCD"	"catalyzed by; inhibit"	"<-|"	1
"JAK1"	"PRKCE"	"activate"	"->"	1
"JAK1"	"PRKCZ"	"activate"	"->"	1
"JAK1"	"PRL"	"PPrel: activated by"	"<-"	1
"JAK1"	"PRLR"	"PPrel: binding/association; complex"	"-"	1
"JAK1"	"PTK2B"	"complex; input"	"-"	1
"JAK1"	"PTPN1"	"catalyzed by"	"<-"	1
"JAK1"	"PTPN11"	"PPrel: activation, phosphorylation; activate; catalyzed by; complex; inhibit; inhibited by; input"	"-"	1
"JAK1"	"PTPN2"	"PPrel: inhibited by, dephosphorylation; activated by; complex; input"	"-"	1
"JAK1"	"PTPN6"	"PPrel: inhibited by, dephosphorylation; activate; catalyzed by; complex; inhibited by; input; reaction"	"->"	1
"JAK1"	"PTPRE"	"inhibited by"	"|-"	1
"JAK1"	"RAF1"	"reaction"	"-"	1
"JAK1"	"RASA1"	"inhibited by"	"|-"	1
"JAK1"	"RHOA"	"activate; activated by"	"<->"	1
"JAK1"	"SGMS1"	"activate"	"->"	1
"JAK1"	"SH2B2"	"predicted"	"-"	0.98
"JAK1"	"SHC1"	"activate; complex; input"	"->"	1
"JAK1"	"SMPD1"	"activate"	"->"	1
"JAK1"	"SOCS1"	"PPrel: binding/association; PPrel: inhibited by; PPrel: inhibited, binding/association; activate; complex; inhibited by; input; reaction"	"|->"	1
"JAK1"	"SOCS2"	"PPrel: inhibited by; complex; inhibited by; input"	"|-"	1
"JAK1"	"SOCS3"	"PPrel: binding/association; PPrel: inhibited by; activate; complex; inhibited by; input; reaction"	"|->"	1
"JAK1"	"SOCS4"	"PPrel: inhibited by; inhibited by"	"|-"	1
"JAK1"	"SOCS5"	"PPrel: inhibited by; inhibited by"	"|-"	1
"JAK1"	"SOCS6"	"PPrel: inhibited by; inhibited by"	"|-"	1
"JAK1"	"SOCS7"	"PPrel: inhibited by; inhibited by"	"|-"	1
"JAK1"	"SOS1"	"activate; complex; input"	"->"	1
"JAK1"	"STAM"	"PPrel: activated by; complex; input"	"<-"	1
"JAK1"	"STAM2"	"PPrel: activated by; complex; input"	"<-"	1
"JAK1"	"STAT1"	"PPrel: activation; PPrel: activation, phosphorylation; activate; catalyze; catalyzed by; complex; inhibit; input"	"<-"	1
"JAK1"	"STAT2"	"PPrel: activation; PPrel: activation, phosphorylation; catalyze; catalyzed by; complex; input"	"<->"	1
"JAK1"	"STAT3"	"PPrel: activation; PPrel: activation, phosphorylation; activate; catalyze; catalyzed by; complex; inhibit; input"	"<-"	1
"JAK1"	"STAT4"	"PPrel: activation; PPrel: activation, phosphorylation; complex; input"	"->"	1
"JAK1"	"STAT5A"	"PPrel: activation; PPrel: activation, phosphorylation; activate; complex; inhibit; input"	"-"	1
"JAK1"	"STAT5B"	"PPrel: activation; PPrel: activation, phosphorylation; activate; complex; inhibit; input"	"-"	1
"JAK1"	"STAT6"	"PPrel: activation; PPrel: activation, phosphorylation; activate; complex; inhibit; input"	"-"	1
"JAK1"	"SYK"	"complex; input"	"-"	1
"JAK1"	"TEC"	"predicted"	"-"	0.98
"JAK1"	"TNFRSF1A"	"predicted"	"-"	0.64
"JAK1"	"TYK2"	"PPrel: binding/association; catalyze; catalyzed by; complex; input"	"<->"	1
"JAK1"	"UBE2L6"	"catalyzed by; input"	"<-"	1
"JAK1"	"UGCG"	"activate"	"->"	1
"JAK1"	"USP18"	"catalyzed by"	"<-"	1
"JAK1"	"VAV1"	"activate"	"->"	1
"JAK2"	"JAK3"	"complex; input"	"-"	1
"JAK2"	"KDR"	"PPrel: activated by; activated by"	"<-"	1
"JAK2"	"KHDRBS1"	"complex; input"	"-"	1
"JAK2"	"KIT"	"activated by; complex; input"	"<-"	1
"JAK2"	"KITLG"	"activated by; complex; input"	"<-"	1
"JAK2"	"KRAS"	"activate; catalyze"	"->"	1
"JAK2"	"LAMA3"	"complex; input"	"-"	1
"JAK2"	"LAMA5"	"complex; input"	"-"	1
"JAK2"	"LAMC1"	"complex; input"	"-"	1
"JAK2"	"LAMC2"	"complex; input"	"-"	1
"JAK2"	"LCK"	"activate; complex; input; reaction"	"->"	1
"JAK2"	"LEP"	"catalyze; catalyzed by; complex; input"	"<->"	1
"JAK2"	"LEPR"	"PPrel: activated by; PPrel: binding/association; catalyze; catalyzed by; complex; input"	"<->"	1
"JAK2"	"LIF"	"complex; input"	"-"	1
"JAK2"	"LIFR"	"PPrel: activated by; PPrel: binding/association; complex; input"	"<-"	1
"JAK2"	"LMO4"	"complex"	"-"	1
"JAK2"	"LPAR1"	"predicted"	"-"	0.54
"JAK2"	"LPAR2"	"predicted"	"-"	0.54
"JAK2"	"LPAR3"	"predicted"	"-"	0.54
"JAK2"	"LRP8"	"activated by"	"<-"	1
"JAK2"	"LRPPRC"	"complex; input"	"-"	1
"JAK2"	"LYN"	"complex; input; reaction"	"-"	1
"JAK2"	"MAP2K1"	"activate"	"->"	1
"JAK2"	"MAP2K2"	"activate"	"->"	1
"JAK2"	"MAP2K5"	"activate"	"->"	1
"JAK2"	"MAP3K1"	"activate"	"->"	1
"JAK2"	"MAP3K11"	"activate"	"->"	1
"JAK2"	"MAP3K5"	"predicted"	"-"	0.64
"JAK2"	"MAPK1"	"activate; catalyze"	"->"	1
"JAK2"	"MAPK14"	"reaction"	"-"	1
"JAK2"	"MAPK3"	"activate; catalyze; reaction"	"->"	1
"JAK2"	"MC1R"	"predicted"	"-"	0.54
"JAK2"	"MDK"	"predicted"	"-"	0.64
"JAK2"	"MET"	"PPrel: activated by"	"<-"	1
"JAK2"	"MLC1"	"complex"	"-"	1
"JAK2"	"MPL"	"PPrel: binding/association; activated by"	"<-"	1
"JAK2"	"MTOR"	"reaction"	"-"	1
"JAK2"	"MUSK"	"activated by"	"<-"	1
"JAK2"	"MYLK"	"activated by"	"<-"	1
"JAK2"	"NCK1"	"complex; reaction"	"-"	1
"JAK2"	"NFKB1"	"activate"	"->"	1
"JAK2"	"NFKB2"	"activate"	"->"	1
"JAK2"	"NFKBIA"	"activate"	"->"	1
"JAK2"	"NGF"	"complex"	"-"	1
"JAK2"	"NOLC1"	"input"	"-"	1
"JAK2"	"NOS2"	"activated by"	"<-"	1
"JAK2"	"NRAS"	"activate; catalyze"	"->"	1
"JAK2"	"NRG1"	"activated by; complex"	"<-"	1
"JAK2"	"NRG2"	"complex"	"-"	1
"JAK2"	"NRG3"	"complex"	"-"	1
"JAK2"	"NTF3"	"complex"	"-"	1
"JAK2"	"OSM"	"PPrel: activated by; complex; input"	"<-"	1
"JAK2"	"OSMR"	"PPrel: binding/association; complex; input"	"-"	1
"JAK2"	"PAK2"	"complex"	"-"	1
"JAK2"	"PAK3"	"complex"	"-"	1
"JAK2"	"PAK4"	"complex"	"-"	1
"JAK2"	"PAK5"	"complex"	"-"	1
"JAK2"	"PAK6"	"complex"	"-"	1
"JAK2"	"PCK1"	"predicted"	"-"	0.54
"JAK2"	"PDGFB"	"activated by"	"<-"	1
"JAK2"	"PDGFRA"	"PPrel: activated by; PPrel: binding/association; activated by"	"<-"	1
"JAK2"	"PDGFRB"	"PPrel: activated by; PPrel: binding/association; activated by"	"<-"	1
"JAK2"	"PELP1"	"complex"	"-"	1
