name	Mutations_of_interest_vs_CD34_diff	Mutations_of_interest_vs_CD34_p.val	ProteinDescriptions
PPIL4	-0.580384615384615	0.0208839804779164	Peptidyl-prolyl cis-trans isomerase-like 4
PPM1F	-0.494160000000004	0.0956989847480476	Protein phosphatase 1F
PPM1G	-1.21273994871794	1.27948462102111e-07	Protein phosphatase 1G
PPME1	-0.564130923076927	0.0216193614258051	Protein phosphatase methylesterase 1
PPP1CB	-0.498683384615383	0.0526218048715032	Serine/threonine-protein phosphatase PP1-beta catalytic subunit
PPP1CC	-0.960433435897439	4.97615993027758e-08	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit
PPP1R12A	-0.921951384615394	0.000258929990292415	Protein phosphatase 1 regulatory subunit 12A
PPP1R14B	-0.742831897435906	0.0216060760196179	Protein phosphatase 1 regulatory subunit 14B
PPP1R2	-0.893844185759715	0.00511590742048705	Protein phosphatase inhibitor 2
PPP1R21	-4.12199784615386	2.37508256421534e-43	Protein phosphatase 1 regulatory subunit 21
PPP1R9B	-0.845794871794876	6.34647328901399e-05	Neurabin-2
PPP2CA	3.80429536640975	2.08975375780803e-30	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
PPP2R1A	-0.6925556923077	7.66030762416119e-05	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
PPP2R2A	-0.516152769230768	0.0157467816076974	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
PPP2R4	-0.491388974358983	0.0358688529215693	Serine/threonine-protein phosphatase 2A activator
PPP2R5E	1.01244141081598	0.0027987969482764	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform
PPP3CA	-0.626633538461544	0.0133502562694136	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
PPP4R1	-1.74746984615385	3.31393069160536e-13	Serine/threonine-protein phosphatase 4 regulatory subunit 1
PPP4R2	-0.811603179487184	0.000654020404035865	Serine/threonine-protein phosphatase 4 regulatory subunit 2
PPP5C	-1.59307712820513	1.05632783245969e-11	Serine/threonine-protein phosphatase 5
PPP6C	-1.32886748717949	3.22741894840559e-05	Serine/threonine-protein phosphatase 6 catalytic subunit
PPT1	-0.871274153846162	0.00084651534987047	Palmitoyl-protein thioesterase 1
PQBP1	-0.564304871794874	0.0151595790656511	Polyglutamine-binding protein 1
PRCP	-1.06976153846153	0.000278094140646545	Lysosomal Pro-X carboxypeptidase
PRDX1	-0.819913794871805	0.015668415513634	Peroxiredoxin-1
PRDX3	0.45859789743588	0.0321848804699419	Thioredoxin-dependent peroxide reductase, mitochondrial
PRDX5	0.378452666666668	0.0483850706336378	Peroxiredoxin-5, mitochondrial
PRDX6	0.47411	0.0662629655575613	Peroxiredoxin-6
PREP	-0.813688769230776	0.000133688189592107	Prolyl endopeptidase
PRIM1	-2.94434123076923	1.74470327614901e-12	DNA primase small subunit
PRKAA1	-0.447120717948717	0.0315227041432583	5'-AMP-activated protein kinase catalytic subunit alpha-1
PRKAB1	-0.783638717948726	0.00926043687765294	5'-AMP-activated protein kinase subunit beta-1
PRKACA	-3.27574533117542	9.98368053783508e-10	cAMP-dependent protein kinase catalytic subunit alpha
PRKACB	2.46496076429171	4.81876590522336e-17	cAMP-dependent protein kinase catalytic subunit beta
PRKAG1	-0.644745025641027	0.000702182976439572	5'-AMP-activated protein kinase subunit gamma-1
PRKAR2A	0.71576158974359	0.00025881179210116	cAMP-dependent protein kinase type II-alpha regulatory subunit
PRKAR2B	-0.80534015384616	0.00241938755621097	cAMP-dependent protein kinase type II-beta regulatory subunit
PRKCSH	1.09025733333333	1.05341402281047e-06	Glucosidase 2 subunit beta
PRKRA	-0.933399948717948	3.09124939174854e-05	Interferon-inducible double-stranded RNA-dependent protein kinase activator A
PRMT1	-1.0363762051282	7.39698148779006e-05	Protein arginine N-methyltransferase 1
PRMT5	-0.747916410256412	0.000603941217198152	Protein arginine N-methyltransferase 5
PRPF3	-0.789635333333337	7.05218048591946e-05	U4/U6 small nuclear ribonucleoprotein Prp3
PRPF31	-0.845786564102575	1.68902737935187e-05	U4/U6 small nuclear ribonucleoprotein Prp31
PRPF38A	-1.24813805128206	4.19194315031579e-06	Pre-mRNA-splicing factor 38A
PRPF39	-1.07158424324632	0.000266916185488287	Pre-mRNA-processing factor 39
PRPF4	-0.908269487179492	1.86178332683142e-06	U4/U6 small nuclear ribonucleoprotein Prp4
PRPF4B	-1.11264517948718	2.43155774118468e-05	Serine/threonine-protein kinase PRP4 homolog
PRPF6	-0.791580102564101	0.000254330534015381	Pre-mRNA-processing factor 6
PRPF8	-0.879825641025644	1.84153690408018e-06	Pre-mRNA-processing-splicing factor 8
PRPS1	-1.17781553846154	0.000139900307695186	Ribose-phosphate pyrophosphokinase 1
PRPS2	-1.05852205128205	6.93020167598849e-05	Ribose-phosphate pyrophosphokinase 2
PRPSAP1	-0.84131846153846	0.000278824173488868	Phosphoribosyl pyrophosphate synthase-associated protein 1
PRRC1	-1.75390871794872	1.18305155948574e-10	Protein PRRC1
PRRC2A	-5.14976615384616	2.87883928747799e-43	Protein PRRC2A
PRRC2C	-0.85000543589744	0.000173950467430567	Protein PRRC2C
PSAP	0.545999743589746	0.0969112250535547	Prosaposin
PSD4	-1.0223949519488	0.000315261165219574	PH and SEC7 domain-containing protein 4
PSMA1	-0.458586410256419	0.0199006865253603	Proteasome subunit alpha type-1
PSMA2	-1.26891912820513	6.18223193904539e-08	Proteasome subunit alpha type-2
PSMA4	-1.00974846153848	3.12951688820156e-05	Proteasome subunit alpha type-4
PSMA5	-0.754199948717954	0.000171534340507462	Proteasome subunit alpha type-5
PSMA7	-0.481349128205146	0.0357098304624785	Proteasome subunit alpha type-7
PSMB10	-0.746381282051299	0.00279454539422751	Proteasome subunit beta type-10
PSMB2	-0.913382205128201	0.00016269906326201	Proteasome subunit beta type-2
PSMB3	-1.68471938461538	3.15432823403568e-10	Proteasome subunit beta type-3
PSMB4	-0.804732307692319	0.000946670714191033	Proteasome subunit beta type-4
PSMB5	-1.59262307692308	0.000112914717338457	Proteasome subunit beta type-5
PSMB6	-1.64074420512821	3.50544429490884e-08	Proteasome subunit beta type-6
PSMB7	-1.04221625641026	8.88444814499735e-05	Proteasome subunit beta type-7
PSMC1	-0.401329282051286	0.0707167357942299	26S protease regulatory subunit 4
PSMC3	-0.925718871794871	8.58227124138295e-06	26S protease regulatory subunit 6A
PSMC5	-1.94062994871795	4.32686459507241e-18	26S protease regulatory subunit 8
PSMC6	-0.908255333333344	4.96041610422152e-06	26S protease regulatory subunit 10B
PSMD1	-0.873179384615391	4.07129773675923e-06	26S proteasome non-ATPase regulatory subunit 1
PSMD10	-0.638475384615383	0.00601899373554089	26S proteasome non-ATPase regulatory subunit 10
PSMD11	-0.373604769230774	0.0265653198768857	26S proteasome non-ATPase regulatory subunit 11
PSMD12	-1.14963774358975	1.08828101420751e-05	26S proteasome non-ATPase regulatory subunit 12
PSMD13	-0.441890000000004	0.0100496201783849	26S proteasome non-ATPase regulatory subunit 13
PSMD14	-3.73568087179488	1.71579657281832e-22	26S proteasome non-ATPase regulatory subunit 14
PSMD2	0.410360717948713	0.0138941066538484	26S proteasome non-ATPase regulatory subunit 2
PSMD4	-1.17956687179488	7.45767516995324e-07	26S proteasome non-ATPase regulatory subunit 4
PSMD6	-1.52077348717949	1.66357572976658e-12	26S proteasome non-ATPase regulatory subunit 6
PSMD7	-0.808533435897434	1.76870479944619e-05	26S proteasome non-ATPase regulatory subunit 7
PSMD8	-0.323379999999997	0.0883976962214063	26S proteasome non-ATPase regulatory subunit 8
PSMD9	-0.578584974358986	0.00281056171391635	26S proteasome non-ATPase regulatory subunit 9
PSME2	-1.01898389743589	0.00102680755729957	Proteasome activator complex subunit 2
PSME3	-0.399868256410262	0.0816188532643619	Proteasome activator complex subunit 3
PSME4	-0.552944414514144	0.0773597954878739	Proteasome activator complex subunit 4
PSMF1	-0.642737230769235	0.013077036802934	Proteasome inhibitor PI31 subunit
PSMG1	-1.74923112820513	5.70859491774505e-08	Proteasome assembly chaperone 1
PSMG2	-0.826131248104627	0.0318924084982384	Proteasome assembly chaperone 2
PSMG3	-1.59620928205129	2.55253406284432e-05	Proteasome assembly chaperone 3
PSPH	-1.62259471794873	1.05257852972989e-05	Phosphoserine phosphatase
PSTPIP2	-1.33054353846154	0.000108950553390181	Proline-serine-threonine phosphatase-interacting protein 2
PTCD3	-0.967728153846156	3.01642656599308e-05	Pentatricopeptide repeat domain-containing protein 3, mitochondrial
PTEN	-0.587612231065691	0.0554479344970917	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN
PTGES2	-0.797384256410261	0.000366178806652138	Prostaglandin E synthase 2
PTGES3	0.605496769230758	0.0303309645806834	Prostaglandin E synthase 3
PTMA	-1.58202071794872	2.96727588356289e-06	Prothymosin alpha
PTPN11	-0.510472256410253	0.0147517802985471	Tyrosine-protein phosphatase non-receptor type 11
PTPN23	-1.01164030328185	0.000550467958619614	Tyrosine-protein phosphatase non-receptor type 23
PTPN7	-0.646269538461546	0.0206584254569321	Tyrosine-protein phosphatase non-receptor type 7
PTRH1	-0.862311408314108	0.0174522351782503	Probable peptidyl-tRNA hydrolase
PTRH2	-1.0417274871795	4.71883713302817e-05	Peptidyl-tRNA hydrolase 2, mitochondrial
PTRHD1	-1.712966	8.69348984246684e-13	Putative peptidyl-tRNA hydrolase PTRHD1
PUM1	-1.1559221512832	7.32640866481289e-05	Pumilio homolog 1
PURB	-0.547994564102574	0.0178512941077247	Transcriptional activator protein Pur-beta
PUS7	-1.59003467740083	2.874847346831e-05	Pseudouridylate synthase 7 homolog
PWP1	-0.726788958105086	0.010511206894858	Periodic tryptophan protein 1 homolog
PXN	1.27588633520989	0.00459659681507031	Paxillin
PYCARD	0.615104461538447	0.0920165285653714	Apoptosis-associated speck-like protein containing a CARD
PYCR2	0.648240666666668	0.0637125458231959	Pyrroline-5-carboxylate reductase 2
PYGB	-1.18187851282052	1.54156703744335e-05	Glycogen phosphorylase, brain form
PYGL	1.51775215384615	3.60896867718413e-07	Glycogen phosphorylase, liver form
QKI	-1.04045933333335	0.000333085861199644	Protein quaking
QRICH1	-0.96679853021719	0.000965883128276686	Glutamine-rich protein 1
QTRTD1	-5.09444118771136	1.11940094293381e-26	Queuine tRNA-ribosyltransferase subunit QTRTD1
R4GMS1	-0.63087317948718	0.0186881965975659	Uncharacterized protein (Fragment);Uncharacterized protein
RAB10	-0.514130256410262	0.0100591256171478	Ras-related protein Rab-10
RAB14	-0.551351230769225	0.0260190374826356	Ras-related protein Rab-14
RAB1A	-0.653473076923078	0.0188255811670054	Ras-related protein Rab-1A
RAB1B	-0.939215179487185	0.000156010399468988	Ras-related protein Rab-1B
RAB27B	4.57638809006547	7.0563422192026e-22	Ras-related protein Rab-27B
RAB35	-0.518067743589746	0.0321860179452298	Ras-related protein Rab-35
RAB37	1.10941182179506	0.00276918848045802	Ras-related protein Rab-37
RAB3D	-1.75602682051282	0.000878232053272832	Ras-related protein Rab-3D
RAB3GAP1	-1.14190974358974	0.00242246148097358	Rab3 GTPase-activating protein catalytic subunit
RAB3GAP2	-1.04931020512822	4.81465046273623e-07	Rab3 GTPase-activating protein non-catalytic subunit
RAB43	-2.81288049799607	6.27324909519881e-07	Ras-related protein Rab-43
RAB4A	-1.25701133333334	3.87530911312605e-07	Ras-related protein Rab-4A
RAB8A	-0.595044205128218	0.0267607192500129	Ras-related protein Rab-8A
RAB9A	-0.970832820512822	6.98333608573454e-06	Ras-related protein Rab-9A
RABEP1	-0.420908594192319	0.0506004148748982	Rab GTPase-binding effector protein 1
RABEP2	-0.379492871794877	0.0643797330865649	Rab GTPase-binding effector protein 2
RABGAP1L	-0.848209692307694	0.00963808323712604	Rab GTPase-activating protein 1-like
RABGGTA	1.66075335990805	1.9668100148567e-06	Geranylgeranyl transferase type-2 subunit alpha
RABIF	-0.466845352803993	0.0694810981175067	Guanine nucleotide exchange factor MSS4
RABL3	-1.84104005128206	0.000346369277409804	Rab-like protein 3
RAC2	2.94303923076922	2.76279965717276e-27	Ras-related C3 botulinum toxin substrate 2
RAD23A	-0.56768774358974	0.0124984054865259	UV excision repair protein RAD23 homolog A
RAD23B	0.584947384615376	0.00526112057035554	UV excision repair protein RAD23 homolog B
RAE1	-0.330077794871794	0.074744672665482	mRNA export factor
RALB	-1.76521953846154	6.88815582049597e-06	Ras-related protein Ral-B
RALBP1	0.595075529929861	0.0917645412452037	RalA-binding protein 1
RALGAPB	-1.13786555073922	0.000305129793832234	Ral GTPase-activating protein subunit beta
RANBP1	-1.88672651282052	2.19509506084316e-12	Ran-specific GTPase-activating protein
RANBP3	-1.28311517948719	1.286292903327e-06	Ran-binding protein 3
RANBP6	-5.15395996627057	1.92182291173561e-36	Ran-binding protein 6
RAP1A	-2.18709276603713	0.000167695647961972	Ras-related protein Rap-1A
RAP1B	2.50224333333333	4.29854584095988e-11	Ras-related protein Rap-1b
RAP1GDS1	-0.891307589743594	0.0013711120795938	Rap1 GTPase-GDP dissociation stimulator 1
RAP2C	-4.17090388317515	8.99687840503687e-22	Ras-related protein Rap-2c
RARS	-0.992083384615388	2.72790282026319e-09	Arginine--tRNA ligase, cytoplasmic
RASAL3	-0.562359230769234	0.0126985170059994	RAS protein activator like-3
RB1	-1.55754071794872	6.08103648262906e-07	Retinoblastoma-associated protein
RBBP4	-0.432919948717942	0.017703101151444	Histone-binding protein RBBP4
RBBP5	-0.379230256410267	0.0252328579138802	Retinoblastoma-binding protein 5
RBBP6	-1.0022722051282	1.48938923412463e-05	E3 ubiquitin-protein ligase RBBP6
RBBP7	-0.317198871794872	0.0701626265954961	Histone-binding protein RBBP7
RBKS	-1.19075051282051	0.00178676518422248	Ribokinase
RBM14	-0.518777282051285	0.0207183998928793	RNA-binding protein 14
RBM15	0.345231076923074	0.0786860293998808	Putative RNA-binding protein 15
RBM15B	-0.415827397147918	0.0986257704105244	Putative RNA-binding protein 15B
RBM22	-1.92131251282052	3.16237135288495e-14	Pre-mRNA-splicing factor RBM22
RBM25	0.665272410256406	0.0602723800249879	RNA-binding protein 25
RBM26	-2.1935682051282	6.96113211759196e-21	RNA-binding protein 26
RBM27	-0.390631236003696	0.0585725163232492	RNA-binding protein 27
RBM3	-1.77713261538462	8.05325997377167e-09	RNA-binding protein 3
RBM4	1.10710996939635	8.59030540149644e-08	RNA-binding protein 4
RBM42	-0.826210000000007	3.27567120551985e-06	RNA-binding protein 42
RBM4B	-3.53689517948719	1.39156940836758e-27	RNA-binding protein 4B
RBM5	1.1463001073922	0.000610490187818933	RNA-binding protein 5
RBM6	-0.842866051282058	0.000252441893400216	RNA-binding protein 6
RBM7	-0.538341335021656	0.0772172266037193	RNA-binding protein 7
RBM8A	-0.370609435897432	0.0310965789966317	RNA-binding protein 8A
RBMX	-0.553366666666669	0.0104691432216521	RNA-binding motif protein, X chromosome
RBMXL1	1.03568903590452	0.000473232990664186	RNA binding motif protein, X-linked-like-1
RCC2	0.512934512820518	0.0283865109754884	Protein RCC2
RCN1	0.499167589743593	0.0688390844646086	Reticulocalbin-1
RCN2	-0.760464681781823	0.00851628736358798	Reticulocalbin-2
RCOR3	1.05039456410256	5.11697036137563e-05	REST corepressor 3
RDH13	-0.574405999270667	0.0877712846393765	Retinol dehydrogenase 13
RDH14	0.435086307692309	0.0693321798393968	Retinol dehydrogenase 14
RECQL	0.638339435897429	0.00291447533075648	ATP-dependent DNA helicase Q1
RECQL5	2.71698048400034	9.89977373167483e-09	ATP-dependent DNA helicase Q5
REEP4	-1.00867606238639	0.00506165065847463	Receptor expression-enhancing protein 4
REEP5	-0.643915897435903	0.0957536256475564	Receptor expression-enhancing protein 5
REL	-1.94915010256411	9.90887952154957e-12	Proto-oncogene c-Rel
REPS1	-1.01346717948718	0.000184877364418664	RalBP1-associated Eps domain-containing protein 1
RER1	1.47056646874054	2.86693496096548e-05	Protein RER1
REXO2	-1.59065512820513	0.000519621116242199	Oligoribonuclease, mitochondrial
RFC2	-0.501433128205139	0.0278321995921248	Replication factor C subunit 2
RFC3	-0.331020256410259	0.0515748402427094	Replication factor C subunit 3
RFC4	-0.458223282051282	0.0112988197010811	Replication factor C subunit 4
RFC5	-0.816517743589749	0.00255289964488118	Replication factor C subunit 5
RFTN1	-1.00615476923077	0.00118202347938103	Raftlin
RFX1	-0.327215605880388	0.0831814304684671	MHC class II regulatory factor RFX1
RGS19	-0.795125076923075	0.0147416236565046	Regulator of G-protein signaling 19
RHOA	-1.28240343589744	4.04179533086694e-06	Transforming protein RhoA
RHOT2	-0.532450564102568	0.0155622166327757	Mitochondrial Rho GTPase 2
RIC1	-5.84278082051283	1.22327596555203e-09	RAB6A-GEF complex partner protein 1
RICTOR	0.635451477701183	0.0204737460673624	Rapamycin-insensitive companion of mTOR
RIN3	-1.46325097435897	8.62019198283966e-08	Ras and Rab interactor 3
RIPK1	-1.26768271794873	2.66798778353276e-06	Receptor-interacting serine/threonine-protein kinase 1
RLTPR	-1.53409071794872	0.000919914627350147	Leucine-rich repeat-containing protein 16C
RNASE2	-1.75535246153846	0.0277414262336591	Non-secretory ribonuclease
RNASEH2A	-1.00761061538462	3.64397500890064e-05	Ribonuclease H2 subunit A
RNF113A	0.923615823899068	0.064801033533005	RING finger protein 113A
RNF114	-3.08988853248397	4.06327265063042e-13	E3 ubiquitin-protein ligase RNF114
RNGTT	-1.65431251282051	1.6688263008883e-08	mRNA-capping enzyme
RNH1	-1.08856733333333	0.00383914095193338	Ribonuclease inhibitor
RNMT	-0.836078666666666	3.49123091135694e-05	mRNA cap guanine-N7 methyltransferase
RNMTL1	-2.18520748717949	1.33907109366568e-14	rRNA methyltransferase 3, mitochondrial
RNPS1	-0.84060671794872	0.00141179238174323	RNA-binding protein with serine-rich domain 1
ROCK2	-0.540272974358968	0.0542493389612824	Rho-associated protein kinase 2
RP2	0.849221282051278	0.000671976187515072	Protein XRP2
RPA1	-0.973410153846157	1.0412074303603e-07	Replication protein A 70 kDa DNA-binding subunit
RPA2	-1.84880210256411	1.22007684740323e-13	Replication protein A 32 kDa subunit
RPA3	-0.706141076923082	0.000733911070188824	Replication protein A 14 kDa subunit
RPAP1	-4.83234584615385	2.79190635606328e-28	RNA polymerase II-associated protein 1
RPAP3	-1.58606789955616	6.93817197657761e-06	RNA polymerase II-associated protein 3
RPE	-0.984282307692311	1.01352201896925e-05	Ribulose-phosphate 3-epimerase
RPF2	-0.849742512820516	0.00617769934186743	Ribosome production factor 2 homolog
RPL10A	0.39654543589743	0.0400899036683305	60S ribosomal protein L10a
RPL11	-0.546918256410276	0.00489939514151817	60S ribosomal protein L11
RPL12	1.47204743589744	1.33230236427801e-13	60S ribosomal protein L12
RPL13A	-0.497351794871793	0.0509267146892688	60S ribosomal protein L13a
RPL14	-0.745828051282064	0.0011976406959933	60S ribosomal protein L14
RPL15	-0.521277538461547	0.00531611903606923	60S ribosomal protein L15
RPL17	-0.901561230769229	3.8784059755159e-08	60S ribosomal protein L17
